"show_id","type","title","director","listed_in","description","country","date_added","rating"
"s434","Movie","Milkwater","Morgan Ingari","Comedies, Dramas, Independent Movies","Aimless 20-something Milo impulsively becomes a gay man’s surrogate and wrestles with the emotional complexities of her non-traditional decision.","United States","July 20, 2021","TV-MA"
"s437","Movie","The Tambour of Retribution","Abdulaziz Alshlahei","Dramas, International Movies, Romantic Movies","In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society.","Saudi Arabia","July 19, 2021","TV-14"
"s439","Movie","2 Weeks in Lagos","Kathryn Fasegha","Dramas, International Movies, Romantic Movies","A businessman returns home to Nigeria and falls in love with a friend's sister despite his family’s plan for him to marry a politician’s daughter.",NULL,"July 16, 2021","TV-PG"
"s440","Movie","Deep","Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela","Dramas, International Movies, Thrillers","Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and must find a way out before it’s too late.","Thailand","July 16, 2021","TV-MA"
"s443","TV Show","Johnny Test",NULL,"Kids' TV, TV Comedies","How much trouble could one imaginative boy, his faithful dog and two science-loving sisters possibly get into? Hmm, that sounds like a challenge!","United States, Canada","July 16, 2021","TV-Y7"
"s446","Movie","The Beguiled","Sofia Coppola","Dramas, Independent Movies, Thrillers","During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting.","United States","July 16, 2021","R"
"s447","Movie","The Book of Henry","Colin Trevorrow","Dramas","An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.","United States","July 16, 2021","PG-13"
"s448","Movie","The Twilight Saga: Breaking Dawn: Part 1","Bill Condon","Dramas, Romantic Movies","After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions.","United States","July 16, 2021","PG-13"
"s449","Movie","The Twilight Saga: Breaking Dawn: Part 2","Bill Condon","Dramas, Romantic Movies","In the epic series' final chapter, Bella and Edward's newborn daughter forces the couple into a life-altering confrontation with the Volturi.","United States","July 16, 2021","PG-13"
"s450","Movie","The Twilight Saga: Eclipse","David Slade","Dramas, Romantic Movies","With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob.","United States","July 16, 2021","PG-13"
"s451","Movie","The Twilight Saga: New Moon","Chris Weitz","Dramas, Romantic Movies","Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black.","United States","July 16, 2021","PG-13"
"s452","Movie","Twilight","Catherine Hardwicke","Action & Adventure, Dramas, Romantic Movies","When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire.","United States","July 16, 2021","PG-13"
"s453","Movie","A Perfect Fit","Hadrah Daeng Ratu","Comedies, Dramas, International Movies","Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.","Indonesia","July 15, 2021","TV-PG"
"s459","Movie","My Amanda","Alessandra de Rossi","Dramas, International Movies, Romantic Movies","Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",NULL,"July 15, 2021","TV-14"
"s462","Movie","The Unknown Saint","Alaa Eddine Aljem","Comedies, Dramas, Independent Movies","Following a stint behind bars, a thief returns to where he buried his loot, only to find that his hiding spot is now a shrine to an unknown saint.",NULL,"July 15, 2021","TV-14"
"s469","Movie","The Guide to the Perfect Family","Ricardo Trogi","Comedies, Dramas, International Movies","A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",NULL,"July 14, 2021","TV-MA"
"s470","Movie","American Woman","Semi Chellas","Dramas, Independent Movies","In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears.","United States, Canada","July 13, 2021","TV-MA"
"s472","Movie","Day of Destiny","Akay Mason, Abosi Ogba","Children & Family Movies, Dramas, International Movies","With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time.",NULL,"July 13, 2021","TV-PG"
"s473","TV Show","Ridley Jones",NULL,"Kids' TV","Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!","United States","July 13, 2021","TV-Y"
"s481","Movie","Finding Hubby","Femi D. Ogunsanwo","Comedies, Dramas, International Movies","Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love.",NULL,"July 9, 2021","TV-14"
"s482","Movie","How I Became a Superhero","Douglas Attal","Action & Adventure, Dramas, International Movies","In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.",NULL,"July 9, 2021","TV-MA"
"s484","Movie","Last Summer",NULL,"Dramas, International Movies, Romantic Movies","During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.",NULL,"July 9, 2021","TV-MA"
"s629","TV Show","StarBeam",NULL,"Kids' TV","When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!","United States","June 29, 2021","TV-Y"
"s492","Movie","Home Again","Hallie Meyers-Shyer","Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.","United States","July 8, 2021","PG-13"
"s493","Movie","Midnight Sun","Scott Speer","Dramas, Romantic Movies","Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.","United States","July 8, 2021","PG-13"
"s499","Movie","Clash","Pascal Atuma","Dramas, International Movies","When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.",NULL,"July 7, 2021","TV-MA"
"s502","Movie","Mama Drama","Seyi Babatope","Dramas, International Movies","After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",NULL,"July 7, 2021","TV-MA"
"s503","Movie","Tango With Me","Mahmood Ali-Balogun","Dramas, International Movies, Romantic Movies","A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.","Nigeria","July 7, 2021","TV-14"
"s506","Movie","Therapy","Anurin Nwunembom, Musing Derrick","Dramas, International Movies","A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.",NULL,"July 7, 2021","TV-PG"
"s509","Movie","A Land Imagined","Yeo Siew Hua","Dramas, International Movies","A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.","France, Netherlands, Singapore","July 6, 2021","TV-MA"
"s510","TV Show","Ask the StoryBots",NULL,"Kids' TV","Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.","United States","July 6, 2021","TV-Y"
"s513","TV Show","Code Lyoko",NULL,"Kids' TV","After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world.","France, Belgium","July 6, 2021","TV-Y7"
"s519","Movie","Har Kisse Ke Hisse: Kaamyaab","Hardik Mehta","Dramas, International Movies","After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking.","India","July 6, 2021","TV-14"
"s526","TV Show","My Little Pony: Friendship Is Magic",NULL,"Kids' TV","Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.","United States, Canada","July 6, 2021","TV-Y"
"s528","TV Show","Puffin Rock",NULL,"Kids' TV","Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family.","Ireland, United States, United Kingdom","July 6, 2021","TV-Y"
"s529","Movie","Rehmataan","Rajveer Singh Maan, Harpeet Singh","Dramas, International Movies, Romantic Movies","As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.","India","July 6, 2021","TV-14"
"s530","Movie","Return of the Prodigal Son","Youssef Chahine","Dramas, International Movies","Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations.","Egypt","July 6, 2021","TV-MA"
"s531","TV Show","Richie Rich",NULL,"Kids' TV, TV Comedies","After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.","United States","July 6, 2021","TV-G"
